"idx","content","star"
"76","1.不能算是一个作家 最多是一个写手 2.对部分事实反复强调 顶了“拖沓无聊”的嫌疑 比如“开酒吧/流浪歌手/我傲娇” 等字眼 3.故事是好故事 叙述颠三倒四 没头没尾 不知道是排版问题还是什么 4.因为航班被取消 花了八个小时看完 当然成子和豆的故事Rita曾经讲过 ","较差"
"77","矫情，这年头矫情成了治愈的良药，感觉有点搞笑","较差"
"78","其中某一篇有点像……","力荐"
"79","影响是潜移默化的","推荐"
"80","噢。","较差"
"81","我们一直活在故事里 我们羡慕着那些生活的幸福的人 殊不知 其实 我们也很幸福 ",""
"82","摸你妹，不给摸","很差"
"83","似乎已经看不来这类莫名其妙的鸡汤了呢~#楼下有个书店的好处是午后阅读量大增#","较差"
"84","!!!!hai shi gan dong","力荐"
"85","【唱歌的人，靠什么而活】是最喜欢的故事。整本书的文风不喜欢，略矫情。","还行"
"86","请问 你们感动的是啥。可以直接切洋葱吗","很差"
"87","高山仰止，景行行止。虽不能至，然心向往之。",""
"88","配合本书，听完大冰一曲乌拉巴托的夜，明白自己终无法成为文青。","还行"
"89","有几篇写的非常好","推荐"
"90","故事是真的，但让故事里的这些人不说人话真的好么","还行"
"91","没什么多大意思，就是大冰讲讲自己遇到的人，讲讲他们的故事，评价过高了","还行"
"92","是一个讲故事的高手，饶有兴趣得把所有故事看完了。故事不一定都真，故事外的我们都在真实地活着，而这才是人生。还得吐槽一句，别相信故事就出门啊，坑你没商量，这是鸡汤文好吗！","还行"
"93","睡前看了几个故事，搜了下作者照片，和我想的差不多，娘炮样","较差"
"94","有点矫情  但是我已经很久没有读过这么矫情的文字了 ",""
"95","想要的生活都写在别人的书里","还行"
"96","An uneven book. Some chapters are great， others not so much. It's debatable if he is a good writer， but he sure is a good storyteller.","还行"
"97","你们羡慕的爱情都在里面了，所有的不平凡都是由平凡组成的。可惜你们只能羡慕人家有人陪伴，浪迹天涯，你们既遇不到对的人，也放不下已经拥有的现状。我怀念毕业后揣了四千块躲在丽江不愿工作的日子，可惜回不去了。","力荐"
"98","我喜欢这种叙事的格调","力荐"
"99","金戈铁马，气吞江湖","推荐"
"100","被吹捧过度的文青男，主持人的口才和文笔当然不差，但是也没到多么登峰造极的地步。故事是好故事，却也快餐了些，感动是有，但还是觉得只是一本畅销书而已。","还行"
"101","还是更喜欢《他们最幸福》","推荐"
"102","看了第一篇就看不下去。矫情。看豆瓣8.4以为多好，真是欣赏不来。","较差"
"103","一定是我老了 接受不了浮夸了……","还行"
"104","看着作者讲别人的故事，再怎么也都是隔靴搔痒。",""
"105","无比无比做作的一本书。。。","还行"
"106","听着相声睡不着…顺带看完了…说真实但实在夸大造作的可以 有些故事原型还行 但是这为了装逼的文艺鸡汤酸文风也是浮躁 自认为自己玩儿的比别人高级 忍不住的若无其事沾沾自喜的炫耀 举着文艺的旗号 其实和郭敬明的物质洗脑一样一样的 太伪善反而更惹人烦 ","较差"
"107","有几个故事还是很好的，看得我几欲落泪。不知道是不是天生文艺的人都有一股安妮宝贝的银镯酸性，看到后半部分我一度以为我在看安妮宝贝和网络言情的结合体。故事听多了难免繁冗厌倦，何况是千篇一律地描绘感动和见闻。我不否认旁观者的独特。总觉得越读越像是功利性的软文。但我还是收获了感动的。好坏参半差强人意。","推荐"
"108","看这本就觉得矫情做作，读不下去","还行"
"109","乖，摸摸头读完了。想来想去不过是别人的故事，之所以愿意哭愿意笑，都是因为想到了自己。以彼度己，再以己度人，全无二致。喜欢的不一定是想要的，想要的未必不在身边。天晴风起，炎日乘凉，自得其乐。","还行"
"110","人生怎么过，还是要自己去选择。我不羡慕他的人生，我羡慕他拥有属于自己的人生价值体系，知道自己人生的方向…","力荐"
"111","没有什么过不去，只有再也回不去。","推荐"
"112","可能畅销书的模式都差不多，只能看故事，文字和表达方式怎么就觉得太浪费好故事了呢……","较差"
"113","如果不在封面贴那10个标签，其实还不错。","很差"
"114","大冰给我们看到了他的江湖，江湖里的那些人或许有着不一样的生活方式和价值观，但是他们都那么真实，真实地让人很喜欢。","推荐"
"115","呵呵！sb 感谢亚马逊kindle，3块钱，买的了吃亏买的了上当。不管怎么样，感受了下你国大多数青年的感动❤️然后觉得算了，真的算了，讨好这些人真的太恶心了。","较差"
"116","约50％都曾在one上读过，整体文风和方式，不及《他们最幸福》。","还行"
"117","还能怎么说呢。。。","较差"
"118","读完了 很多是快进的方式读的。大冰出的第二本书，我买他的第二本书。大冰还会出书，我却不会再买他的书读他的书。","较差"
"119","我知道书里的故事是真实存在过加上很多文学性的修饰的，但又有什么关系呢，我们看书的目的是认识另一个我们并不曾经历过却心神向往的世界，当翻过一本书的最后一页，轻叹一声也好，会意的微笑也罢，我们刚刚真的穿越过一个绚丽的异世界，那里我们只是个看书的人","推荐"
"120","大冰作为文氓的腔调令人不时皱眉，刻意强调的故事真实性也令人怀疑，但应该承认这本书是质量上乘的心灵鸡汤，比“一个”APP上的文章好太多。推荐其中的三篇：乖，摸摸头；对不起；唱歌的人不许掉眼泪。","推荐"
"121","有灵骨的人写出来的东西不会故意煽情 却试试叫人惊艳","推荐"
"122","说来惭愧，作为出版编辑，这是正儿八经的看完大冰的第一本书。哈哈哈。假期之前，准备把张嘉佳，卢思浩都看一下，哈哈哈哈","推荐"
"123","不过脑子看看的话，还算可以。但是过脑子的话，这种内容和琼瑶小说有什么区别呢？每个人物都不要生活的，只要潇洒就好。另外作者总让我觉得有一种故作豪迈的做作。虽然他好像不赞成动不动辞职退学旅行，但是更多的内容里明明就好得意自己的一掷千金啊。反正就是一本豆瓣风的鸡汤，看看就好","还行"
"124","一开始被这种江湖义气的流浪情怀感动的不行 后来有点审美疲劳 能坐在大冰的小屋听听他讲故事也是好的 就像他说的总有人过着你想过的生活 每个人都有选择自己生活的权利 只希望无论做什么选择能一直保持善意。","推荐"
"125","普通人的不普通的小故事，写得温情又豪情","推荐"
"126","轻松翻完的大众读物，喜欢书里那个潇洒浪漫的江湖。","推荐"
"127","意气少年","推荐"
"128","哥，好好的！乖，摸摸头。","推荐"
"129","一星给文字本身，三星加予这顽劣而戏剧的生活：大冰的故事是生活开出的花，写着遗憾，写着坦然，写满思念与爱。","推荐"
"130","鸡汤灌得好，读来很感人。以他人之经历来激励自己继续在人生路上，前行。","力荐"
"131","大冰是个很会讲故事的人，书写得挺逗的。只是，你在被逗乐之余并不能留下什么很深刻的印象，所谓的那些传奇有过度艺术化的嫌疑。图个乐可以看，若是指望学书中的主人公那样“以梦为马，诗酒趁年华”地生活，还需慎重。","还行"
"132","20150325~20150330","还行"
"133","可以少写了点什么吧，还有就是这么吹嘘自己真的好么~看来我是过了看这种标榜某宠生活方式的东西的时候了。劝你们要是买了没看赶紧看，放的时间越长看起来越觉得无聊","还行"
"134","挺好的，尽管有些夸张的描写，但是行文随意潇洒，恣意妄为活着的幸福的人们","还行"
"135","文艺类的书一般不爱看，因为和许多文艺青年一样，他们徒有一张好皮相，却挖不出什么内涵，而且用力处，常常执着于怎么让文字「美」起来，美得不像人话。这书好在，在装逼泛滥的文艺书堆里，它还算相对正常的。作者本身是个资深混子，旅行啊，音乐啊，这些文青喜欢的东西他都能插一杠子，加上摸爬滚打十来年的阅历，怎么着也有些故事说。这书很大程度上是把你可能在青旅里遇到的，酒桌上听到的牛逼，摊开了铺在纸上。会有乖姑娘，会有开火塘的老兵，有「屌丝男士」董成鹏，有唱出《画》的赵雷，爱情长跑有之，兄妹恋有之。浙年糕普通话，成都椒盐普通话，墨分浓淡五色，人分上下九流，白开水也能喝出可乐味，一屋子肾上腺素的味道，吃饭不积极，脑子有问题，呵呵地笑起来，满脸皱褶，刀刻的一样。你又不是我儿子，我干吗要各种迁就你，硬给你当爸爸？","还行"
"136","13/100看完才发现这本书是负责我们老板的编辑送的 确实有种装逼的感觉 但是大冰情商挺高的 说实话啊 这些故事这些人 情商低的套不出来 好故事都是拿好故事换的","还行"
"137","故事读起来蛮遥远的，但就像书的扉页所说的那样“不要那么孤独，请相信，这个世界真的有人在过着你想要的生活。”","还行"
"138","曾经感动得一塌糊涂，见到他本人就幻灭了。","较差"
"139","千万不要因为封面好看就买这本书……千万不要因为封面好看就买这本书……千万不要因为封面好看就买这本书……内容太特么装逼了","很差"
"140","这本书陪我度过了非常愉快的端午节。很适合一个人念给另一个人听。","推荐"
"141","那个『半夜抠出一瓶盖弹片』的传奇越战老兵故事就是出自这本书啊","很差"
"142","在一个人出去旅行的火车上看完的这本书~这次旅行也遇见了一对很喜欢攀岩的夫妇留在阳朔开旅店，他们的爱情故事超级浪漫~我现在觉得啊，没必要羡慕任何人，因为有可能你的生活也是被他人羡慕的呢~~！好好坚定地过好自己的日子，不后悔地度过每一天，加油！","推荐"
"143","他们最幸福更多的讲述是抛弃光鲜去拥抱自由，然而这本书更多的讲述的是平衡。一如既往的至情至性。很喜欢那句“惜缘即可，不必攀缘”。","力荐"
"144","出于好奇找来看了一下，怎么讲，属于垃圾分类的话应该被分到“其他垃圾”或者“有害垃圾”那一类的那种书。","很差"
"145","明天采他，问啥问题啊？。。。","还行"
"146","多抓鱼都不收的垃圾玩意……","很差"
"147","不敢相信豆瓣评分能这么高，这是我看过的最恶心做作的书","很差"
"148","看了一半便不想继续看下去了","较差"
"149","不管怎么样，我喜欢故事中的人。","推荐"
"150","感觉在读叛逆少年的小说","较差"
"151","去年底在国内看完了大冰的第一本书，几个故事看哭了我。转眼又是一年，发觉他又出书了，在kindle上买了花两三个睡前时间读完，依旧有温暖有感动，也有许多的感触。嗯，是本好书，是个有趣有爱真性情的男人呢，阿弥陀佛么么哒。期待他笔下更多的故事。","推荐"
"152","我始终不厚道地觉得一个男人跟谁都怀有深厚的感情然后无疾而终难免有煽情之嫌，于是就假了。","还行"
"153","他的书比张嘉佳有温度。真实的故事写那些传奇的人，喜欢《对不起》，那个讲狗和亲情的故事。最后两篇佛法意味一重，就读来散淡很多。","还行"
"154","善意是这个世界最好的选择","推荐"
"155","高铁读物，最喜欢椰子小姐的故事，让人看到希望…","推荐"
"156","好多年没买过正价书了，","推荐"
"157","好看。充满江湖义气的文字，看着比虚构的故事强。","力荐"
"158","哭了好几回","力荐"
"159","采访",""
"160","适合人群：丽江去意已决着。可有效增加对古城的好感。","还行"
"161","没读完，没劲。",""
"162","我历时五个月才读完的…","还行"
"163","远远没有达到我对这类文字水准要求的下限。想找本轻松的书来读，结果还是折磨。","较差"
"164","绍兴回上海火车上 借一个徐州小伙 借着手机电筒看完",""
"165","哈哈哈哈哈哈","还行"
"166","不得不说，大冰的文笔真是超级棒的，其实可能没那么活色生香的故事，大冰讲起来却有滋有味的，让人惊羡不已。","力荐"
"167","我喜欢有内容的故事","推荐"
"168","观摩别人的生活。么么哒。#三星半#","还行"
"169","（20160201）商业化的民谣故事 不过看到依旧会动心","还行"
"170","好听的故事热泪盈眶","力荐"
"171","韩红红老师说的，这本书里有一段是咱所一个子弟的故事。一般不大好意思和别人说我喜欢看这类文章，这书类似张嘉佳的风格，自恋煽情…一直想听听佰杰的版本，前些天和203四大才子喝酒喝茶时，一念想过，但是没有提，即使犯傻问了，佰杰也不会讲吧……","还行"
"172","人物传。大冰有自己的一套人物观察和记录方式，感动到一半之后有点审美疲劳。不过我还是觉得他这样为朋友写传记顺便宣传小屋的做法比《深夜食堂》更符合国情。而且他打算给200多个朋友写传出书，这也是一项人脉投资。","还行"
"173","在火车上看的同学这本 觉得 其实这些歌手红了的没红的 都挺不容易 那么多年 很想浙知道他们有压力没 就那么宽心的过日子？还有了解了更多赵雷了。至于大冰 我能说他来我学校讲座 我那天很闲 还遇上问路的外校学生 我都没去看的么..","还行"
"174","其实故事还不错，关键在于“有着和别人不一样然心向往之的经历”；文字上倒是清淡的随笔和偶然冒出击动人心的句子，太随意。我们啊，总想着有后路着去过别人的生活；“不要那么孤独，请相信，这个世界上真的有人在过着你想要的生活。","较差"
"175","在书里能找到很多东西！可以说是半哭着看完的…大冰说不要羡慕别人的生活，可什么又是自己想要的呢？业障太多，除去三千烦恼丝为好～看下一本修行去～","力荐"
"176","觉得没有《他们最幸福》好 这本比较鸡汤 比较接地气","推荐"
"177","时间会让对不起变成还不起····","推荐"
"178","阿弥陀佛么么哒。笑过哭过感动过。","推荐"
"179","一些地方写得过于绝对了 但还是有意思的故事 当本故事书来读还是不错的……","推荐"
"180","在慵懒的午后看完这本书，书中既能朝九晚五又能浪迹天涯的理念还是能让人向往的，有人会说他们有钱想怎么玩就怎么玩，但是书中的12个人并不都是含着金汤匙出生的，所以我会说：壮士，这碗鸡汤我先干了！","推荐"
"181","和张嘉佳风格有点类似，前几篇挺真诚的，越到后面越有凑字数的嫌疑。书里插歌曲这种形式挺新颖~","还行"
"182","忽晴忽雨的江湖，真实的故事真实的人。我也还要走很远的路。","力荐"
"183","大冰，竟然又出了一本。","推荐"
"184","花了三块钱买的电子书，都觉得浪费！","很差"
"185","3.5，除了一篇其余网上都能找到，女生黄昏里一根萝卜的告白最好玩。初读惊艳二回腻倦没第一本入心，这类文字还是吴念真最通透自然不作不煽要煽也就蜻蜓点水般克制到位。不会羡慕书中人的生活方式，但真的羡慕他们能有自己的价值体系，明确自己的人生方向并努力过自己想过的生活，这些对我来说的空白格----这就是传说中的尘世圆满吧，一种稀有的正常。","推荐"
"186","看的时候，很像在听人聊天讲述，简单流畅。最喜欢是《唱歌人不许掉眼泪》，感受到生命本身带来的震撼","推荐"
"187","打这个评价前先取消了“分享到豆瓣广播” 因为要是被爱死大冰的我亲爱的室友看到就不好了。会买这本书是因为上海书展陪着室友去大冰的签书会 看“阿弥陀佛么么哒“那个书名还以为是个逗趣又认真的佛门弟子 经历了差点排不上队后打开百度才恍然大悟“原来就是他呀！！”。毕竟在下雨天排了俩小时队呢 索性也当场掏钱买了两本书让他签了。排队时认识了一些很不错的菇凉所以自然地以为她们的品位也不会错。看完一章就发现我错了。哎 熏疼我的70块钱。","较差"
"188","作为一个山东台的主持人，我挺烦他的。 不过这本书之后略微看到些真性情。 ","推荐"
"189","大冰的文字很有力，就像锤子钉钉子在心上 。我相信每一个人都是鲜活的，我相信这个世界拥有好与坏，我相信爱与被爱都是有理由的 。我相信，或许某一天，我可以与书里的他们不期而遇 。（说实话~大冰唱歌很一般…）","推荐"
"190","像是真的，又不像是真的","推荐"
"191","三星半，是真性情最豪杰。","推荐"
"192","亚马逊当当经常排在榜首书名还是跟其他小说没什么区别恶俗啊恶俗。但是看了这些故事，你根本看不出是个北方汉子写的，文字太细腻柔情。这里有他相交多年朋友的喜怒哀乐，一群人的故事凑出来的一本书？不是的，这些也都是你我的平凡生活。虽然我们没有走那么远的路没有认识那么多的陌生人但是我们依然可以把苦涩的故事时间线拉长一些，多一些耐心多一些温柔倾听，也许时间会让这杯酒变得浓醇迷人。","推荐"
"193","每看完一个故事都得缓缓。哪个文艺青年没有过游侠梦，我们没勇气的，办不到的，被磨砺掉的叛逆和棱角，看看也好。只是越看越不甘。随手一搜，发现还有配乐集，真好。唯一不爽的是排版所致，每个故事前都不知道是什么鬼。另外作者整体感不足，文章结构且不说，同章中部分说明性文字重复出现，阅读体验大降。另外“傲娇”数度用错，急死宝宝了。","推荐"
"194","20160119北京，因跟大冰合作要见面才在亚马逊上下了书来看，其实不看这类书好多年，读起来轻松却催泪，书中多是十年前自己的影子，现在却是这般模样，也没什么憾事，尘世俗世的小幸福。","推荐"
"195","一个人精神能力的范围决定了他领略高级快乐的能力","推荐"
"196","看哭了好几回","推荐"
"197","我这颗文艺心。","还行"
