comment_title,comment_url,comment_content
"激励人心主基调下的一点小""生气""",https://movie.douban.com/review/8834191/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
               影片主基调很励志的，为生活拼命奔波着，即使深处谷底也相信着自己终究有出头的那一日并为之努力。父亲与孩子之间的互动很温情。可是下面想表达几个让我有一丢丢小生气的地方。          从我古老传统的思想里看来，1.一个男人给妻子孩子这种窘迫的生活环境，[敲打]2.迫于现实压力，妻子决定离开，我觉得他想的是孩子是我的，孩子必须留给我，怀胎十月生孩子的是女的好不啦[敲打]，虽然有人也许会说女人应该陪着丈夫应该等待应该互相支撑鼓励，可是一天又一天什么时候是个头，终究忍耐不住现实。3.还有一个场景我也有丢丢反感他，那人邀请他一起看球时，他特急迫的搞推销，很破坏别人的气氛反感。虽然这也表现了他很努力的精神，在球场也认识了很多潜在客户。摆现实里，个人真的很反感推销4.急眼了就凶孩子，孩子已经很乖了，虽然我知道他也是迫于无奈，反正他凶孩子我就想[敲打]。    以上纯属一丢丢个人不喜欢的东西，嗯，保持主基调。"
今年又重看了一次,https://movie.douban.com/review/8835963/,"
        2011年看：我深信当你坚持时，当时努力时，幸福一定会降临！！！2017年看：在自己比较低迷的时候看，比之前更深刻，有很多情景真的很泪点，儿子读连happy单词都拼错的幼儿园的无奈、拼命追和维修仪器被车撞倒发疯的找鞋子、拘留所第二天穿着邋遢的衣服面试成功、为钱捐血、在厕所睡觉盖着儿子耳朵不让他听到外面有人在踢门声音的落泪、借五块给老板付车费的不舍、导师看不起他经常叫他买东买西、在收容所听祈祷歌的落泪、追着欠他几块钱的人大吼大叫、在收容所准时关灯他借着厕所灯和晨光看书、在车上看书在吃饭看书、为了多打电话不挂电话不喝水这样就不用去洗手间等等，都让心揪着，最后他终于过了实习眼泪汪汪的时候，在人群里呐喊，真的很开心，当幸福来敲门
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        "
辛苦也是幸福的一部分,https://movie.douban.com/review/8837289/,"
        
      单纯从影片来说，可能是有点鸡汤，但鸡汤又如何，它还是触动了很多人的内心，对于那些正好生活在低谷期的人们动力和鼓舞，这就是好的。电影开头夫妻两人因为经济问题而频繁吵架，妻子琳达甚至讽刺挖苦打击克斯，最后琳达终于无法忍受捉襟见肘的生活和频繁发来的账单而离开了，剩下父子两人。刚开始他们还有地方住，虽然搬到了便宜的地方，后来又一笔账单的到来彻底让他们彻底流离失所了。电影中最催人泪下的恐怕就是克里斯在卫生间从里面将门反锁，听到外面有人不停敲门而泪流满面。好在他的出色表现让他获得了一份股票经纪人的实习工作，只是要经历6个月的无工资阶段，最后20个人中只能由1个人留下来。坏事情来的时候总是一起来，好事情来的时候也是一起来的。终于克里斯修好了他最后一台的医学仪器，获得了250美元的报酬，而他也被股票公司录取，终于不用再去收容所留宿了，人生最苦的部分已经过去，这段时期在经历的时候苦乐参半，但在回忆的时候一定是最甜的最幸福的。电影开头克里斯反复纠正幼儿园墙上的幸福的幸写成了辛苦的辛，这是有寓意的。因为辛苦也是幸福的一部分"
欣喜若狂或千疮百孔，都是生活最真的样子,https://movie.douban.com/review/8842970/,"
        
      哪有什么“You are lucky”，背后是无数的“你好，谢谢，再见”；是无数次赶末班车住收容所；是无数次奔波甚至失去礼貌和忍耐。我们疲劳于工作，奔波于生活，是为了终究有一天，骄傲地戴上桂冠，上面名之“生活的王者”。或欣喜若狂，或千疮百孔，从来没有人在假装生活，这就是生活本真的模样。"
重温经典,https://movie.douban.com/review/8849197/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        重温一下经典，发现仍然很好看。比较贴近小人物生活的剧，有很多细碎又心酸的细节剪辑得很紧凑，但在表现主角心理情感时又给了充足时间，节奏紧凑合理。都知道结局是什么了，但里面的困难和问题又不是按照电影大片故事发展线的排列一个接一个发生，而是非常生活化的在三个月里错综复杂的交替在一起发生的，细节和琐事的生活，更多是展现人物和紧张的氛围。里面也有电影手法比如主角在大马路上奔跑追回仪器，逃车费狂跑，排队时别人吵架，每天赶时间带孩子奔跑，这种电影级别手法。但更加多是贴近人物生活的，琐碎的事情，应接不暇的困难。不得不说演员真是太厉害了，演技一流。剪辑节奏一流。里面还有一些励志道理。非常值得看的电影。"
叩叩叩，那是幸福的声音,https://movie.douban.com/review/8850387/,"
        
      多年前，我还是个小屁孩，那时候最大的兴趣便是看电影，无奈家里是卫星锅子，只有几个频道。当时我最大的乐趣便是在晚上我哥回家时拿他手机蹲在街口蹭Wifi下载电影，然后再屁颠屁颠滚回家里泡碗面，买瓶汽水看，很懂享受那时候。那时候我只知道暴风影音。某天，打开软件，视频页面有一个封面，一个充满愁容的中年人戴着副眼镜抱着儿子在看书。这么个画面勾引起了我的观影欲望，无奈需要会员，我没有，只好心不甘地退了出来。15年，我在一个倍喜欢的篮球公众号里看到了几张截图，那是chris带儿子去打篮球的那段对话，很经典，很励志。当然，那是时候我是不知道的。我很好奇也想希望知道这是什么剧，便使劲往下翻评论，终于我知道了，当幸福来敲门。这名字一听咋这么熟悉，百度了一下才知道这就是我当年可看却看不了的那部电影。国内只有爱奇艺有版权，但我抠。选择了云盘。我很喜欢影片里的一些细节和情节:一，chris始终没有向别人讲起自己的悲惨经历，以此来博取别人的同情心，再跟他们说，“嘿，老兄，我都快穷到没饭吃了，还要养个儿子呢，这工作就让给我吧，我很迫切得到这份工作。”他没有，那是一个男人最后的一丝尊严，他不渴望通过如此方法来谋生。二，chris干着去救济院时拉着儿子拼命往前跑，儿子手上的美国英雄掉落在地上。儿子拼命想要回去捡，chris冲他怒吼了一声。儿子立刻止声，他是明白的，倘若回去捡，万一赶不上车，今晚就要露宿街头。在车上，儿子望着掉落在地上的美国英雄，那眼神充满意味。而为什么导演不安排掉落的是其它玩具，而是一个美国英雄呢，这也挺有意味的。三，chris送儿子去幼儿园，出来时chris看到墙壁上面的幸福拼错了，“happiness”中的I写成了y。I表示我，y表示你。“There is no Y in happiness, it's an I""，这句话是chris说的，一语双关，很有意思。有看过前几篇热门影评自然会明白什么意思，我也就不多讲了。四，chris当得知自己被录取时，跑到外面在人群中，他是那么的耀眼，世界充满着微笑。先前所付出的一切都有了回答，这一副是最感动的一副，第一次看时泪水跟着他流水，真的很为他高兴。这四个部分是我最喜欢的了，至少我是如此觉得。截止17年，这部电影我已经刷了不下十遍，真的真的很喜欢。可谓真的是从我读书的时候陪伴到我出来工作，他让我明白这个社会的残忍已经让我坚信付出终有回报，这是一定，我始终相信因果报应。优秀的影评确实很多，只是突发奇想要来写一下自己的一些感受。现在在车上边望着车窗外转瞬即逝的风景边码完了这么些字。我坚信我会是下一个chris，加油。只要你准备好了，幸福自然会来敲门，叩叩叩~~~~~~"
人生必经的惨白,https://movie.douban.com/review/8851527/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        看这个电影的时候，正好是我人生中比较灰暗的一段时期，失恋，找工作，没钱没未来，从学校的象牙塔刚出来的白面书生要去接受这个社会强加给你的巨大压力了！现实会将你逼到扭曲变形，从容不迫的生活不属于这个阶段！所以看到克里斯的遭遇，有些情不自禁的想哭了。尽管事实上，克里斯是个非常聪明和幸运的人了，只是缺乏机会，所以他最后的这般成功也是意料之中，但这并不影响这个故事的励志性，如果你是个资质非常一般的普通人，你是否也可以坚持着看似没有未来的梦想呢？剧中的克里斯对妻子最常说的话是，会好的，都会好的。然而一切并没有变好，反而越来越糟，扫描仪卖不出，还弄丢几个，没钱交房租被赶无家可归，没钱交罚单被关，没钱让孩子去更好的托儿所，好不容易找了家实习，还没工资，前途未知，妻子最后受不了也离开了。一重一重的打击和压力让人喘不过气来，在带着儿子睡地铁厕所时，这个营养不良、憔悴不堪的大汉忍不住哭了。看着周围的人开豪车，住豪宅，阖家欢乐，幸福美满，而自己却家庭破碎，无处可归，怎能不心酸？然而他坚信幸福会来敲他的门，一切都会好起来！于是他拼命工作，拼命生活，最终熬过了实习期，赢得了工作机会。抛开他的天赋不论，这样的坚韧和乐观就值得成功。尽管这个阶段非常的惨白，看不到未来，感受不到幸福，但对幸福的追求在于自身。就像电影里所说，happiness里没有y，只有I，既然找不到拯救你的上帝，那就做自己的上帝，拯救自己。虽然这个社会存在着太多不公平，但世界那么大，一个优秀的人总会有容身之处，总有机会体现自身价值。所以处在人生惨白阶段的你，需要做的事就是努力变优秀，在幸福来临之时，好好把握它。不要像故事里那位掉到海里的人，上帝都派两艘船来救你了，你还不知道。当幸福来敲你的门时，好好珍惜它。"
Just do it.,https://movie.douban.com/review/8852798/,"
        
      Hey. Don't ever let somebody tell you ... you can't do something. Not even me. You got a dream... you gotta protect it. People can't do something themselves... they wanna tell you you can't do it. If you want something, go get it. Period. "
迎梦者,https://movie.douban.com/review/8854274/,"
        如果你有梦想的话，就要去捍卫它。那些一事无成的人想告诉你，你也成不了大器。如果你有理想的话，就要去努 力实现。——《当幸福来敲门》   上了大学之后便渐渐感受到现实所带来的残酷，有时候让我感到疲惫不堪，在梦想和现实之中常常挣扎的心力交瘁，在向现实妥协后心里还是会念想着追逐梦想的过程中给我带来的快乐，又觉得自己好像太轻易放弃。即使耳边无数嘲讽，但对梦的执念又鼓舞着多少人不停迈进。   影片中的克里斯多次陷入现实对他布下的陷阱，阵阵绝望席卷了他，在夜里抑制不住的眼泪让他感到无助和气愤，风光已故，突如其来的低谷让老虎也栽了个跟头。不过困难和机遇往往是并肩而行的，克里斯在片中因为生意失意而破产，最终妻子决定离开他，而他不愿让妻子带走孩子，于是，他带着孩子和自己残余的希望向着另一个方向启航了。   孩子和梦想一直支撑着他疲惫的身躯，纵使自己在外受苦受累委屈难堪，也不会让孩子受饿受委屈，由此既反映了一位父亲的伟大又表现了一种不屈不饶的追梦者形象。梦想总是让人不得不放下自己的尊严，去忍受他人的白眼和讽刺，毕竟尊严在那个时刻换不来衣食无忧，也换不来幸福生活。此片动人的是，即使克里斯赚的钱不多，面对孩子，他还是毫不犹豫的选择了改善他们的居住环境，从每天需要赶早排队争取床位到订宾馆，生活在一点点的改善，他也在他好不容易争取来的交易所工作岗位上毫不懈怠的努力着。然而，经历的苦难都犹如海浪卷回了海湾，海面渐渐归于平静，克里斯无数个未合眼的夜也成为了他成功的基垫，他从乞怜的推销员成长为专业投资顾问，终于，他也可以像每个从交易所走出来的人一样满面春风，面带笑容了。幸福意味着什么？在此片中幸福正是和孩子待在一起的甜和苦的时光，也是与梦想激烈交战着而最终走向光明的骄傲。梦想不会透露梦的尽头是否有黄金，它乐于披上吓人的面具来观察人们当下的反应，再自鸣得意。我希望自己也可以打下梦想吓人的面具，可以抓住梦想的脚腕，不让它甩我太远，也正如百折不饶的克里斯一样。
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        "
当幸福来敲门,https://movie.douban.com/review/8861582/,"
        
      克里斯坚持不懈豁达乐观的精神确实有震撼到我，无论生活让他多么困苦，他都咬牙挺过。每次看他给客户打电话的时候，你根本不会觉得他是每天都经历着为儿子跟他的落脚之处而颠沛流离着的人。其中让我最是感到绝望的场景是因为没钱付房费被赶出旅馆最后只能进地铁洗手间里将就的过一夜，他反锁了门，儿子累的睡着了，他听着依然砰砰砰的敲门声，双手捂住了熟睡中儿子的双耳，抑制住自己的声音无声的流泪，身体很克制的抖动着。这眼泪里包含太多复杂的情绪，害怕，心酸，甚至绝望。"
如何树立正确建立三观,https://movie.douban.com/review/8753111/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        最近对建立如何三观进行思考，暂时觉着三观这个概念不像物理定律一样过会有明确解释，不会有什么才是正确这类标准答案，不会有确切范围，不过对世界有益，对个人有用，为社会创造财富同事满足自己求知欲并乐在其中，是当前阶段的理解，脚踏实地，热爱生活，不抱怨，善待爱人，坚持，努力，有目标。"
当幸福来敲门——感慨,https://movie.douban.com/review/8755025/,"
        当幸福来敲门——感慨  时间正好是八月十六的晚上六点整，现在的我正说这关于这部让我落泪的影片，这不是第一次了吧。  好像那些经典都会有让人落泪的那么一瞬间，就像是一首让你发自心底感慨的歌曲或是一小段语句，有那么短短的一下会触动你那脆弱而又顽强的内心。  正如《肖申克的救赎》、《阿甘正传》等等一样，现在我来说说自己的想法，仅仅是我的想法了。  影片开头直接叙述了贾科斯（额，这里名字就不要计较 了。）一家生活的状况和美国旧社会的生活情况，主角没有像小说一样拥有主角的光环，有的只是自己数学的能力，可也就是这么一样的能力却给了贾科斯重生的机会。  魔方在那时候流行起来，是最热门的玩具，可以说是上帝和时运给贾科斯这样的机会，当贾科斯决定要入驻股票这一行业时，他的努力和付出，我想看过电影的大家都是可以真是的看见的。  即使生活贫困，生活还是要继续，贾科斯一家就是如此，妻子的离开给他的打击照实不小，但他强烈需要一个精神支柱——他的儿子，小克。  一路上他与儿子为伴，停停歇歇，一直为生活而奔波，他可以提前去为排队而着急，也可以为卖出一机器而高兴，不过当机器全部卖出时，他觉得幸福就这么的来临了，好像是如此的简单，美好的生活就在眼前，可是一份信服打破了他的幻想，把他拉回了现实的空间中。  当他在电话亭前对着国税局说着的时候，他的愤怒可以看到。  我以为他会放弃。  不过我相信贾科斯有勇气在，他不是颓废了反倒是奋起勇气更加努力的生活来，他没有放弃，因为他还有机会，这也是我一直相信的。  说到最让我感人的一幕，是贾科斯带着儿子穿越的那一幕，就这么的装疯卖傻的跟儿子玩耍，孩子倒也是懂事没有揭穿爸爸，就这么的贾科斯带着儿子第一次住进了厕所，这时候贾科斯再也抑制不住自己的痛苦，泱泱的哭了出来。  也许就是这么的一次哭泣，让我们了解到了他的脆弱，也是一个为了生活而奔波人的痛苦，有时候也许是迫不得已而已。  哪有什么如愿以偿，没有！真的没有！  有的只是一个人的奋斗，上帝不会帮你，其他人不会帮你，你只有你自己！  这篇影评献给漂泊或者是正在奋斗的你们。  贫困在你的努力面前一钱不值，你不能放弃心中总要有一丝的信念，哪怕只有一点，有时候没有路可以走时，那一丝的信念可以带给你曙光。  你要抓紧梦想，不能因为旁人的劝说而放弃，他们只是想把你变得跟他们一样！  所以，加油！
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        "
每个人都觉得自己是独一无二的那个。,https://movie.douban.com/review/8759519/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        穷人的人生不能做错一件事，他买下了高科技却要艰难的售卖，他破产却无处安身，朋友亲人(没有体现，是文化的差异么?)如果我是他可能会放弃，生活太TM苦了。穷人缺少的是机会，在车上展示魔方，在包厢看球赛。。看完我知道我在那样的处境很难，挣钱不易珍惜现在。下层人民的奋斗确实无味难看，一个实习转正的例子可以拍片，一个家族可能会因此改变吧。"
眼泪,https://movie.douban.com/review/8761002/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        对励志类电影向来不是特别会被感动，因为我知道，生活对任何人都是不易，我也知道每一个成功光环的背后都有一段难以诉说的艰辛。片中，最感人至深的片段或许是，当父子二人露宿车站，当儿子想回到过去，他也只能以假装“穿越”转移儿子的注意力，带着儿子进去“山洞”当儿子睡着的那一刻，他留下了眼泪，此时的他只是感觉无限的愧疚，实现梦想过程中，面对失败，挫折他都不怕，但他明白，他的谎言骗不了自己的儿子，可是儿子依然相信他，这种感觉，对任何一个男人来说都是心口上如刀割般的痛。一直以来多出演硬汉形象的威尔史密斯在本次电影中所展现的柔软，也足以使流泪的场景得到丰富的展现。美国这种家庭电影，往往会在电影中穿插时代背景，1981年的美国，越战结束不久，经济出现危机，影片开始的时候刻意的将总统对于国家经济的期望展示出来，证券公司混乱的工作场景，教堂外为了保障房每天排着的长长的队，都在展现着81年美国混乱经济下的真实的生活状态。影片也拍摄于2006年，08年的经济危机也悄然将至，此时美国经济状况与81年有着相似性，克里斯贾纳的成功也在告诉人们，坚持下去，你的幸福也将会来敲门，就像影片中反复提到的一句话“There is an I in ""happiness"",There is no Y in ""happiness"",It's an I”"
收起陶渊明“与世无争，幸福真谛”的角度。,https://movie.douban.com/review/8761220/,"
        硬着头皮看完了，真的是“硬着头皮”看完的。因为差3分钟2小时的片子，有1小时45分钟在刻画主人公的惨，留下十分钟让他的一切突然好转。    妻子走了，排过救济站，住过厕所，逃过车票，抢过傻子的“时光机”，卖过血，走哪都提着自己的设备仪器，，，不过好在“幸福来敲门”，他也最终变成华尔街快节奏的一员，由无产变中产阶级。     看完电影看豆瓣之前，我就知道会有些人会以陶渊明的“与世无争，幸福真谛”角度来评论，其实用这个角度说电影是俗套励志篇的评论人，才是那个最俗套的人。      你没有主人公的惨，就不会有主人公最真实的对钱和职位的极度渴望，最后他成功了，他当然是幸福。如果你也惨到老婆都忍受不了走了，你就会明白，人从来都是身临其境才会感悟至深。      对得起8.9分评价。
      "
当幸福来敲门,https://movie.douban.com/review/8775804/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        这部电影从开始就描述了男主人公悲惨的生活，一开始就因为公司裁员而丢了工作，老婆也忍受不了贫困的生活而选择离婚，并要带走他们六岁大的儿子。没过多久，他又把儿子还给了男主人公克里斯，克里斯面临着失业还要抚养儿子的困境，但他从来没有轻言放弃，一直是默默承受并为之奋斗。当他带着儿子去住地铁站里的卫生间时，他还是以乐观的态度去教育儿子；当他去找收容所时，一直坚持自己必须和儿子待在一起；当他为了早点去接儿子放学住收容所时，可以一整天不喝水只为不耽误时间。但努力的人总会有回报，他落魄的时候，去找曾经借他钱的人，别人都对他避而不见，他参加完考试后遇到老板向他借几元钱，看着自己所剩无几的钱包，还是选择了借给老板。在影片接近尾声的时候，他去考试的公司通知他被录取了，老板也把钱还给了他，这也预示着他的生活会越变越好。推荐大家去看这部电影，真的很棒"
在困難的時候才會看出一個人的品質,https://movie.douban.com/review/8776371/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        全篇围绕父亲的工作——卖医疗器械，以及到了中場的一個股票經紀人工作進入他的視線
不斷的奔跑——趕時間，不斷的偶遇被偷的儀器，還可以說這個城市真的很小，偷他儀器的人總是會出現在他的面前，尤其是他缺錢的時候，儀器確成了救命的物品，但是不管任何時候不會對孩子發脾氣，讓孩子覺得這一切都是因為孩子的原因導致的，這個父親做的真的很不錯的，在教堂的時候孩子問，媽媽離開是因為我嗎？父親說出了這個原因，讓我想起來克萊默夫婦，那部電影，那個父親回答的特別的好。值得一看。一直在尋找幸福，幸福會光顧誰，堅持才是幸福會光顧的人，對生活沒有堅持，幸福不會光顧的。"
让我很感动的两个镜头,https://movie.douban.com/review/8777744/,"
        就算你的人生跌入低谷了，也要学会照顾周围人（特别是小朋友）的感受。有两个让我很感动的镜头。一个是，父亲穷困潦倒，两个人无家可归的在地铁里坐着，正在思考着今晚去哪里过夜的时候，父亲灵机一动，给孩子编造出一个美丽的童话世界，从而借着童话躲山洞躲进山洞（其实是躲进厕所），父亲能做到这个样子，也没谁了。这样做既让他们有栖身之所，又不会伤害孩子的自尊；另外一个是，当他被通知自己被录取之后，他很开心，跑到大街上，上演着一个人的快乐，周围川流不息，没有人注意到他的快乐。在这样一个充满陌生人的城市，没有人会关心你的快乐，也没有人会关注你的痛苦，你能做的只能靠你自己去打拼出点什么，实在不容易，如今在广州，感同身受。
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        "
你的努力以后得生活会还之你幸福,https://movie.douban.com/review/8781368/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        当我再一次刷完这部片子时，我看到的不是威尔史密斯最后成为股票经纪人的喜悦。我看到的是在他带着儿子睡地铁站厕所，当有人来敲门时他捂住儿子耳朵不让儿子被打扰安心睡觉，自己随之流下的眼泪。生活的压力，现实的屈辱和无奈并没有压垮威尔，他一如既往的努力着为了更好的明天努力着。看完这部片子我想起卡耐基说过的一句话：人不是因为没有信念而失败，而是因为不能把信念化成行动，并且坚持到底。"
请去敲幸福的门,https://movie.douban.com/review/8782496/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        看过两遍的好电影！
被生活压迫的无奈，想做一个好父亲的决心，苦中作乐的本领，长眼光与短现实，坚定要去实现的目标。无论怎样，男主完成了蜕变，看着他走投无路的各种场景，我不禁会问自己：那要是我，我能坚持下来吗？会在白天无数个打击下，对孩子仍然保有耐心和安抚吗？会在夜晚默默流泪，白天依旧向前吗？能够做到不抱怨，不放弃，默默的去做，去改变吗？希望我们都可以向着幸福的方向奔走，去敲响幸福的门……"
当幸福来敲门,https://movie.douban.com/review/9019356/,"
        
      
          © 本文版权归作者                      所有，任何形式转载请联系作者。
        我很幸运在我最无知的年纪能看到这部电影 那时的我 没有梦想 没有方向 更没有对生活的向往 也许这正是这部电影最伟大的地方。是他点燃了我对生活的看法。  当你处于绝境时 没有人会为你的任性买单 也没有人会对你的眼泪在意 唯一要做的 就是埋头 今天重温这部经典  依然回味无穷 当幸福来敲门之前 你所要做的就是 做好自己的事。当他来到时 你要做的就是打开门迎接他"
