力荐,去年十月去公共图书馆看书看到一本大智若驴作者说他坐在草地上看毛驴吃草这简直是一种心灵疗法一月份去公共图书馆借书看到一本散步是一门失传的艺术讲到如何通过散步来平衡自己的人生三月份去公共图书馆看书看到一本村上春树写的当我跑步时我谈些
推荐,小雨老师推荐我看看这本书作为一个坚持锻炼的人应该很有共鸣于是从一位习练空手道的同事那里借来豆瓣上显示我曾经看过此书但再翻开还是很陌生由于有了的习惯身边常备一个本子边看边把觉得好的话抄下来誊写是对阅读的最高礼遇两天时间翻完全
推荐,岁开始写小说怎么也算是大器晚成了吧更何况是从岁开始跑步村上春树的小说颓靡忧伤充满迷蒙和幻象以为本人也是同样的气质没想到的是这部类似传记的文字完全改变了我对他的印象自律专注严格和节制感觉他就像一棵没有长在丰饶肥沃之地的树
还行,我不是老林的粉丝不过对比一下还是老林的好施自身的语文水准没有老林高行文有风格不统一杂糅啰嗦的毛病比如对于长期作业实在至为重要这个实在至为太累赘我不知道是不是村上自己在这么强调翻译的时候有没有必要这么强调有一个双重强调的常用
推荐,入夜八点二十街边大排档刚刚开摆马路旁的树纹丝不动换上运动内衣短裤穿袜子找蹬上跑鞋一切准备就绪启动不是出门就跑的因为门前横冲直撞的汽车无数小区门口还有堆大妈眼神锐利来回打望播放的是张力十足的妹式情歌帮忙长气势用走了十分钟
推荐,读村上的书读了十年之后我开始发现自己已经不能再轻易地对别人说是的我很喜欢村上春树村上春树到底是个什么样的作家作为一个被林少华译本启蒙的村上读者在读完了村上春树所有作品的林少华译本并认真体会了赖明珠的译本之后我开始对这个问题越来越疑惑
推荐,感恩节后从朋友家回来下午四点多钟光景天已经擦黑巴士穿过新泽西的街道人影稀疏但见次第亮起的灯火一种仿佛隐没许久的倦怠像一滴陈年的墨迹倏地在初冬的夜色里洇透开来说来是离开职场重返单纯的校园然而即使读书是兴趣所在即使此刻生活静好也难免
推荐,最近在读村上春树的当我谈跑步时我谈些什么因为涉猎的书太多始终没有集中注意力去仔细阅读直到这几天在读的时候把自己的脑子倒空却有了一种收获的喜悦其实我们每天平凡生活最熟悉的莫过于自己你了解自己的习性习惯思维方式包括自己的身体
推荐,这是这段时间来对我影响最大的书是一本当你厌倦了之前的颓废与不规律的生活时给你勇气改变的书在看到这本书之前一直以为村上是一个颓废糜烂的人在黑暗的房间听的人抽过多的烟喝很多的酒白天黑吧颠倒的人哪知他是
推荐,在拿起这本小书之前我没有想到村上春树竟然还是一位爱好跑步的超级发烧友更没有想到那个不断写下忧伤颓靡天马行空文字的小说家在现实生活中竟是一个如此强调克制与纪律性的人这大大颠覆了我对他的固有印象从岁开始村上春树就把跑步当作写作以外最重
力荐,其实我看这本书还蛮惊讶的我并非是个十足的村上迷但他至少如一个真挚的朋友那样陪伴我度过了一些生命的重要阶段在那些时候我振作是因为他的足够颓废他那种身在泥沼完全不想挣扎的颓废让我震惊仿佛看着身边的朋友冒着最后一个泡泡在泥沼里沉沦我感受到自己内心
力荐,朋友一直为我买了一本村上春树而感到不解因为我们似乎已经过了那个年纪其实对于他的小说我都已经印象模糊脑海里的挪威的森林只有些许片断寻羊历险记只记得那个耳朵漂亮的姑娘和海豚旅馆至于世界尽头和冷酷仙境则更是只觉得名字牛逼而根本没有读完
还行,转正这段时间开始天天慢跑然后顺便找了一些相关的书来看把很早以前就在书单里的当我谈跑步时我谈些什么看了几遍从书中发现村上春树的时间管理很好非常符合精力管理中的原则
力荐,最近这几天小区周围的道路在翻新铺油先是折腾了两天把停在路边的车都赶走再暴土扬尘的敲敲打打害的跑步都在灰尘里窜来窜去的高高兴兴出门去灰头土脸回家来直到周三新的柏油沥青整齐的趴在了道路上服服帖帖平平展展我的脚步第一次踩在它那黑黝黝的身体
推荐,杭州国际马拉松大赛在起跑前发现好些选手的手臂上用胶带一层层的缠绕着偶有几个还缠了几块巧克力颇为不解我当初的想法单纯到不行尽可能的减轻身体重量听歌设备与食物是不必的就连手表也是斟酌许久才下的决定比赛当天凉快也无风算是
力荐,这是第二次翻开村上春树的当我谈跑步时我谈些什么记得第一次看这本书的时候是高考完那年看完挪威的森林之后又决定看这本跑步我记得当时看完之后对村上彻底失望了首先挪威的森林似乎超出了我能接受的范围我怀抱着一丝希望希望跑能让我重拾
力荐,不论是从作品本身的内容还是从这位村上新译者的功力来看这本书都是我近来读到最棒的村上春树了从作品本身来看他确实是一个实诚的人那些在跑步中产生的极其细微明白存在又稍纵即逝的想法都被他一一捕获毫不含糊地写在了纸上这里面有人生的哲理虽然觉得他
力荐,
力荐,之所以对这本书感兴趣其实更大程度上是因为跑步本身而并非村上这一点相信许多原本有过类似长跑经验的想必都有如此体会说起来跑步这一种运动难免过于私人过于自我我是在初中在同学到鼓动下开始个人的跑步历程的原本就是喜欢运动的人有了同伴于是大多放学后
推荐,村上春树又出了新书当我谈跑步时我谈些什么这一本不是小说他自己说这是类似回想录的东西读时仿佛可以看到他每天一步一步奔跑着的身影村上春树已经是知名小说家这本关于跑步的回想真实而生动读起来很励志很少有人能这样清醒理智了解自己想要什
力荐,去年十月去公共图书馆看书看到一本大智若驴作者说他坐在草地上看毛驴吃草这简直是一种心灵疗法一月份去公共图书馆借书看到一本散步是一门失传的艺术讲到如何通过散步来平衡自己的人生三月份去公共图书馆看书看到一本村上春树写的当我跑步时我谈些
推荐,小雨老师推荐我看看这本书作为一个坚持锻炼的人应该很有共鸣于是从一位习练空手道的同事那里借来豆瓣上显示我曾经看过此书但再翻开还是很陌生由于有了的习惯身边常备一个本子边看边把觉得好的话抄下来誊写是对阅读的最高礼遇两天时间翻完全
推荐,岁开始写小说怎么也算是大器晚成了吧更何况是从岁开始跑步村上春树的小说颓靡忧伤充满迷蒙和幻象以为本人也是同样的气质没想到的是这部类似传记的文字完全改变了我对他的印象自律专注严格和节制感觉他就像一棵没有长在丰饶肥沃之地的树
还行,我不是老林的粉丝不过对比一下还是老林的好施自身的语文水准没有老林高行文有风格不统一杂糅啰嗦的毛病比如对于长期作业实在至为重要这个实在至为太累赘我不知道是不是村上自己在这么强调翻译的时候有没有必要这么强调有一个双重强调的常用
推荐,入夜八点二十街边大排档刚刚开摆马路旁的树纹丝不动换上运动内衣短裤穿袜子找蹬上跑鞋一切准备就绪启动不是出门就跑的因为门前横冲直撞的汽车无数小区门口还有堆大妈眼神锐利来回打望播放的是张力十足的妹式情歌帮忙长气势用走了十分钟
推荐,读村上的书读了十年之后我开始发现自己已经不能再轻易地对别人说是的我很喜欢村上春树村上春树到底是个什么样的作家作为一个被林少华译本启蒙的村上读者在读完了村上春树所有作品的林少华译本并认真体会了赖明珠的译本之后我开始对这个问题越来越疑惑
推荐,感恩节后从朋友家回来下午四点多钟光景天已经擦黑巴士穿过新泽西的街道人影稀疏但见次第亮起的灯火一种仿佛隐没许久的倦怠像一滴陈年的墨迹倏地在初冬的夜色里洇透开来说来是离开职场重返单纯的校园然而即使读书是兴趣所在即使此刻生活静好也难免
推荐,最近在读村上春树的当我谈跑步时我谈些什么因为涉猎的书太多始终没有集中注意力去仔细阅读直到这几天在读的时候把自己的脑子倒空却有了一种收获的喜悦其实我们每天平凡生活最熟悉的莫过于自己你了解自己的习性习惯思维方式包括自己的身体
推荐,这是这段时间来对我影响最大的书是一本当你厌倦了之前的颓废与不规律的生活时给你勇气改变的书在看到这本书之前一直以为村上是一个颓废糜烂的人在黑暗的房间听的人抽过多的烟喝很多的酒白天黑吧颠倒的人哪知他是
推荐,在拿起这本小书之前我没有想到村上春树竟然还是一位爱好跑步的超级发烧友更没有想到那个不断写下忧伤颓靡天马行空文字的小说家在现实生活中竟是一个如此强调克制与纪律性的人这大大颠覆了我对他的固有印象从岁开始村上春树就把跑步当作写作以外最重
力荐,其实我看这本书还蛮惊讶的我并非是个十足的村上迷但他至少如一个真挚的朋友那样陪伴我度过了一些生命的重要阶段在那些时候我振作是因为他的足够颓废他那种身在泥沼完全不想挣扎的颓废让我震惊仿佛看着身边的朋友冒着最后一个泡泡在泥沼里沉沦我感受到自己内心
力荐,朋友一直为我买了一本村上春树而感到不解因为我们似乎已经过了那个年纪其实对于他的小说我都已经印象模糊脑海里的挪威的森林只有些许片断寻羊历险记只记得那个耳朵漂亮的姑娘和海豚旅馆至于世界尽头和冷酷仙境则更是只觉得名字牛逼而根本没有读完
还行,转正这段时间开始天天慢跑然后顺便找了一些相关的书来看把很早以前就在书单里的当我谈跑步时我谈些什么看了几遍从书中发现村上春树的时间管理很好非常符合精力管理中的原则
力荐,最近这几天小区周围的道路在翻新铺油先是折腾了两天把停在路边的车都赶走再暴土扬尘的敲敲打打害的跑步都在灰尘里窜来窜去的高高兴兴出门去灰头土脸回家来直到周三新的柏油沥青整齐的趴在了道路上服服帖帖平平展展我的脚步第一次踩在它那黑黝黝的身体
推荐,杭州国际马拉松大赛在起跑前发现好些选手的手臂上用胶带一层层的缠绕着偶有几个还缠了几块巧克力颇为不解我当初的想法单纯到不行尽可能的减轻身体重量听歌设备与食物是不必的就连手表也是斟酌许久才下的决定比赛当天凉快也无风算是
力荐,这是第二次翻开村上春树的当我谈跑步时我谈些什么记得第一次看这本书的时候是高考完那年看完挪威的森林之后又决定看这本跑步我记得当时看完之后对村上彻底失望了首先挪威的森林似乎超出了我能接受的范围我怀抱着一丝希望希望跑能让我重拾
力荐,不论是从作品本身的内容还是从这位村上新译者的功力来看这本书都是我近来读到最棒的村上春树了从作品本身来看他确实是一个实诚的人那些在跑步中产生的极其细微明白存在又稍纵即逝的想法都被他一一捕获毫不含糊地写在了纸上这里面有人生的哲理虽然觉得他
力荐,
力荐,之所以对这本书感兴趣其实更大程度上是因为跑步本身而并非村上这一点相信许多原本有过类似长跑经验的想必都有如此体会说起来跑步这一种运动难免过于私人过于自我我是在初中在同学到鼓动下开始个人的跑步历程的原本就是喜欢运动的人有了同伴于是大多放学后
推荐,村上春树又出了新书当我谈跑步时我谈些什么这一本不是小说他自己说这是类似回想录的东西读时仿佛可以看到他每天一步一步奔跑着的身影村上春树已经是知名小说家这本关于跑步的回想真实而生动读起来很励志很少有人能这样清醒理智了解自己想要什
力荐,去年十月去公共图书馆看书看到一本大智若驴作者说他坐在草地上看毛驴吃草这简直是一种心灵疗法一月份去公共图书馆借书看到一本散步是一门失传的艺术讲到如何通过散步来平衡自己的人生三月份去公共图书馆看书看到一本村上春树写的当我跑步时我谈些
推荐,小雨老师推荐我看看这本书作为一个坚持锻炼的人应该很有共鸣于是从一位习练空手道的同事那里借来豆瓣上显示我曾经看过此书但再翻开还是很陌生由于有了的习惯身边常备一个本子边看边把觉得好的话抄下来誊写是对阅读的最高礼遇两天时间翻完全
推荐,岁开始写小说怎么也算是大器晚成了吧更何况是从岁开始跑步村上春树的小说颓靡忧伤充满迷蒙和幻象以为本人也是同样的气质没想到的是这部类似传记的文字完全改变了我对他的印象自律专注严格和节制感觉他就像一棵没有长在丰饶肥沃之地的树
还行,我不是老林的粉丝不过对比一下还是老林的好施自身的语文水准没有老林高行文有风格不统一杂糅啰嗦的毛病比如对于长期作业实在至为重要这个实在至为太累赘我不知道是不是村上自己在这么强调翻译的时候有没有必要这么强调有一个双重强调的常用
推荐,入夜八点二十街边大排档刚刚开摆马路旁的树纹丝不动换上运动内衣短裤穿袜子找蹬上跑鞋一切准备就绪启动不是出门就跑的因为门前横冲直撞的汽车无数小区门口还有堆大妈眼神锐利来回打望播放的是张力十足的妹式情歌帮忙长气势用走了十分钟
推荐,读村上的书读了十年之后我开始发现自己已经不能再轻易地对别人说是的我很喜欢村上春树村上春树到底是个什么样的作家作为一个被林少华译本启蒙的村上读者在读完了村上春树所有作品的林少华译本并认真体会了赖明珠的译本之后我开始对这个问题越来越疑惑
推荐,感恩节后从朋友家回来下午四点多钟光景天已经擦黑巴士穿过新泽西的街道人影稀疏但见次第亮起的灯火一种仿佛隐没许久的倦怠像一滴陈年的墨迹倏地在初冬的夜色里洇透开来说来是离开职场重返单纯的校园然而即使读书是兴趣所在即使此刻生活静好也难免
推荐,最近在读村上春树的当我谈跑步时我谈些什么因为涉猎的书太多始终没有集中注意力去仔细阅读直到这几天在读的时候把自己的脑子倒空却有了一种收获的喜悦其实我们每天平凡生活最熟悉的莫过于自己你了解自己的习性习惯思维方式包括自己的身体
推荐,这是这段时间来对我影响最大的书是一本当你厌倦了之前的颓废与不规律的生活时给你勇气改变的书在看到这本书之前一直以为村上是一个颓废糜烂的人在黑暗的房间听的人抽过多的烟喝很多的酒白天黑吧颠倒的人哪知他是
